step_id,start_date,end_date,year,month
665,4/6/2029,4/21/2029,2029,4
666,4/22/2029,5/7/2029,2029,4
667,5/8/2029,5/23/2029,2029,5
668,5/24/2029,6/8/2029,2029,5
669,6/9/2029,6/24/2029,2029,6
670,6/25/2029,7/10/2029,2029,6
671,7/11/2029,7/26/2029,2029,7
672,7/27/2029,8/11/2029,2029,7
673,8/12/2029,8/27/2029,2029,8
674,8/28/2029,9/12/2029,2029,8
675,9/13/2029,9/28/2029,2029,9
676,9/29/2029,10/14/2029,2029,9
677,10/15/2029,10/30/2029,2029,10
678,10/31/2029,11/15/2029,2029,10
679,11/16/2029,12/1/2029,2029,11
680,12/2/2029,12/17/2029,2029,12
681,12/18/2029,1/2/2030,2029,12
682,1/3/2030,1/18/2030,2030,1
683,1/19/2030,2/3/2030,2030,1
684,2/4/2030,2/19/2030,2030,2
685,2/20/2030,3/7/2030,2030,2
686,3/8/2030,3/23/2030,2030,3
687,3/24/2030,4/8/2030,2030,3
688,4/9/2030,4/24/2030,2030,4
689,4/25/2030,5/10/2030,2030,4
690,5/11/2030,5/26/2030,2030,5
691,5/27/2030,6/11/2030,2030,5
692,6/12/2030,6/27/2030,2030,6
693,6/28/2030,7/13/2030,2030,6
694,7/14/2030,7/29/2030,2030,7
695,7/30/2030,8/14/2030,2030,7
696,8/15/2030,8/30/2030,2030,8
697,8/31/2030,9/15/2030,2030,8
698,9/16/2030,10/1/2030,2030,9
699,10/2/2030,10/17/2030,2030,10
700,10/18/2030,11/2/2030,2030,10
701,11/3/2030,11/18/2030,2030,11
702,11/19/2030,12/4/2030,2030,11
703,12/5/2030,12/20/2030,2030,12
704,12/21/2030,1/5/2031,2030,12
705,1/6/2031,1/21/2031,2031,1
706,1/22/2031,2/6/2031,2031,1
707,2/7/2031,2/22/2031,2031,2
708,2/23/2031,3/10/2031,2031,2
709,3/11/2031,3/26/2031,2031,3
710,3/27/2031,4/11/2031,2031,3
711,4/12/2031,4/27/2031,2031,4
712,4/28/2031,5/13/2031,2031,4
713,5/14/2031,5/29/2031,2031,5
714,5/30/2031,6/14/2031,2031,5
715,6/15/2031,6/30/2031,2031,6
716,7/1/2031,7/16/2031,2031,7
717,7/17/2031,8/1/2031,2031,7
718,8/2/2031,8/17/2031,2031,8
719,8/18/2031,9/2/2031,2031,8
720,9/3/2031,9/18/2031,2031,9
721,9/19/2031,10/4/2031,2031,9
722,10/5/2031,10/20/2031,2031,10
723,10/21/2031,11/5/2031,2031,10
724,11/6/2031,11/21/2031,2031,11
725,11/22/2031,12/7/2031,2031,11
726,12/8/2031,12/23/2031,2031,12
727,12/24/2031,1/8/2032,2031,12
728,1/9/2032,1/24/2032,2032,1
729,1/25/2032,2/9/2032,2032,1
730,2/10/2032,2/25/2032,2032,2
731,2/26/2032,3/12/2032,2032,2
732,3/13/2032,3/28/2032,2032,3
733,3/29/2032,4/13/2032,2032,3
734,4/14/2032,4/29/2032,2032,4
735,4/30/2032,5/15/2032,2032,4
736,5/16/2032,5/31/2032,2032,5
737,6/1/2032,6/16/2032,2032,6
738,6/17/2032,7/2/2032,2032,6
739,7/3/2032,7/18/2032,2032,7
740,7/19/2032,8/3/2032,2032,7
741,8/4/2032,8/19/2032,2032,8
742,8/20/2032,9/4/2032,2032,8
743,9/5/2032,9/20/2032,2032,9
744,9/21/2032,10/6/2032,2032,9
745,10/7/2032,10/22/2032,2032,10
746,10/23/2032,11/7/2032,2032,10
747,11/8/2032,11/23/2032,2032,11
748,11/24/2032,12/9/2032,2032,11
749,12/10/2032,12/25/2032,2032,12
750,12/26/2032,1/10/2033,2032,12
751,1/11/2033,1/26/2033,2033,1
752,1/27/2033,2/11/2033,2033,1
753,2/12/2033,2/27/2033,2033,2
754,2/28/2033,3/15/2033,2033,2
755,3/16/2033,3/31/2033,2033,3
756,4/1/2033,4/16/2033,2033,4
757,4/17/2033,5/2/2033,2033,4
758,5/3/2033,5/18/2033,2033,5
759,5/19/2033,6/3/2033,2033,5
760,6/4/2033,6/19/2033,2033,6
761,6/20/2033,7/5/2033,2033,6
762,7/6/2033,7/21/2033,2033,7
763,7/22/2033,8/6/2033,2033,7
764,8/7/2033,8/22/2033,2033,8
765,8/23/2033,9/7/2033,2033,8
766,9/8/2033,9/23/2033,2033,9
767,9/24/2033,10/9/2033,2033,9
768,10/10/2033,10/25/2033,2033,10
769,10/26/2033,11/10/2033,2033,10
770,11/11/2033,11/26/2033,2033,11
771,11/27/2033,12/12/2033,2033,11
772,12/13/2033,12/28/2033,2033,12
773,12/29/2033,1/13/2034,2033,12
774,1/14/2034,1/29/2034,2034,1
775,1/30/2034,2/14/2034,2034,1
776,2/15/2034,3/2/2034,2034,2
777,3/3/2034,3/18/2034,2034,3
778,3/19/2034,4/3/2034,2034,3
779,4/4/2034,4/19/2034,2034,4
780,4/20/2034,5/5/2034,2034,4
781,5/6/2034,5/21/2034,2034,5
782,5/22/2034,6/6/2034,2034,5
783,6/7/2034,6/22/2034,2034,6
784,6/23/2034,7/8/2034,2034,6
785,7/9/2034,7/24/2034,2034,7
786,7/25/2034,8/9/2034,2034,7
787,8/10/2034,8/25/2034,2034,8
788,8/26/2034,9/10/2034,2034,8
789,9/11/2034,9/26/2034,2034,9
790,9/27/2034,10/12/2034,2034,9
791,10/13/2034,10/28/2034,2034,10
792,10/29/2034,11/13/2034,2034,10
793,11/14/2034,11/29/2034,2034,11
794,11/30/2034,12/15/2034,2034,11
795,12/16/2034,12/31/2034,2034,12
796,1/1/2035,1/16/2035,2035,1
797,1/17/2035,2/1/2035,2035,1
798,2/2/2035,2/17/2035,2035,2
799,2/18/2035,3/5/2035,2035,2
800,3/6/2035,3/21/2035,2035,3
801,3/22/2035,4/6/2035,2035,3
802,4/7/2035,4/22/2035,2035,4
803,4/23/2035,5/8/2035,2035,4
804,5/9/2035,5/24/2035,2035,5
805,5/25/2035,6/9/2035,2035,5
806,6/10/2035,6/25/2035,2035,6
807,6/26/2035,7/11/2035,2035,6
808,7/12/2035,7/27/2035,2035,7
809,7/28/2035,8/12/2035,2035,7
810,8/13/2035,8/28/2035,2035,8
811,8/29/2035,9/13/2035,2035,8
812,9/14/2035,9/29/2035,2035,9
813,9/30/2035,10/15/2035,2035,9
814,10/16/2035,10/31/2035,2035,10
815,11/1/2035,11/16/2035,2035,11
816,11/17/2035,12/2/2035,2035,11
817,12/3/2035,12/18/2035,2035,12
818,12/19/2035,1/3/2036,2035,12
819,1/4/2036,1/19/2036,2036,1
820,1/20/2036,2/4/2036,2036,1
821,2/5/2036,2/20/2036,2036,2
822,2/21/2036,3/7/2036,2036,2
823,3/8/2036,3/23/2036,2036,3
824,3/24/2036,4/8/2036,2036,3
825,4/9/2036,4/24/2036,2036,4
826,4/25/2036,5/10/2036,2036,4
827,5/11/2036,5/26/2036,2036,5
828,5/27/2036,6/11/2036,2036,5
829,6/12/2036,6/27/2036,2036,6
830,6/28/2036,7/13/2036,2036,6
831,7/14/2036,7/29/2036,2036,7
832,7/30/2036,8/14/2036,2036,7
833,8/15/2036,8/30/2036,2036,8
834,8/31/2036,9/15/2036,2036,8
835,9/16/2036,10/1/2036,2036,9
836,10/2/2036,10/17/2036,2036,10
837,10/18/2036,11/2/2036,2036,10
838,11/3/2036,11/18/2036,2036,11
839,11/19/2036,12/4/2036,2036,11
840,12/5/2036,12/20/2036,2036,12
841,12/21/2036,1/5/2037,2036,12
842,1/6/2037,1/21/2037,2037,1
843,1/22/2037,2/6/2037,2037,1
844,2/7/2037,2/22/2037,2037,2
845,2/23/2037,3/10/2037,2037,2
846,3/11/2037,3/26/2037,2037,3
847,3/27/2037,4/11/2037,2037,3
848,4/12/2037,4/27/2037,2037,4
849,4/28/2037,5/13/2037,2037,4
850,5/14/2037,5/29/2037,2037,5
851,5/30/2037,6/14/2037,2037,5
852,6/15/2037,6/30/2037,2037,6
853,7/1/2037,7/16/2037,2037,7
854,7/17/2037,8/1/2037,2037,7
855,8/2/2037,8/17/2037,2037,8
856,8/18/2037,9/2/2037,2037,8
857,9/3/2037,9/18/2037,2037,9
858,9/19/2037,10/4/2037,2037,9
859,10/5/2037,10/20/2037,2037,10
860,10/21/2037,11/5/2037,2037,10
861,11/6/2037,11/21/2037,2037,11
862,11/22/2037,12/7/2037,2037,11
863,12/8/2037,12/23/2037,2037,12
864,12/24/2037,1/8/2038,2037,12
865,1/9/2038,1/24/2038,2038,1
866,1/25/2038,2/9/2038,2038,1
867,2/10/2038,2/25/2038,2038,2
868,2/26/2038,3/13/2038,2038,2
869,3/14/2038,3/29/2038,2038,3
870,3/30/2038,4/14/2038,2038,3
871,4/15/2038,4/30/2038,2038,4
872,5/1/2038,5/16/2038,2038,5
873,5/17/2038,6/1/2038,2038,5
874,6/2/2038,6/17/2038,2038,6
875,6/18/2038,7/3/2038,2038,6
876,7/4/2038,7/19/2038,2038,7
877,7/20/2038,8/4/2038,2038,7
878,8/5/2038,8/20/2038,2038,8
879,8/21/2038,9/5/2038,2038,8
880,9/6/2038,9/21/2038,2038,9
881,9/22/2038,10/7/2038,2038,9
882,10/8/2038,10/23/2038,2038,10
883,10/24/2038,11/8/2038,2038,10
884,11/9/2038,11/24/2038,2038,11
885,11/25/2038,12/10/2038,2038,11
886,12/11/2038,12/26/2038,2038,12
887,12/27/2038,1/11/2039,2038,12
888,1/12/2039,1/27/2039,2039,1
889,1/28/2039,2/12/2039,2039,1
890,2/13/2039,2/28/2039,2039,2
891,3/1/2039,3/16/2039,2039,3
892,3/17/2039,4/1/2039,2039,3
893,4/2/2039,4/17/2039,2039,4
894,4/18/2039,5/3/2039,2039,4
895,5/4/2039,5/19/2039,2039,5
896,5/20/2039,6/4/2039,2039,5
897,6/5/2039,6/20/2039,2039,6
898,6/21/2039,7/6/2039,2039,6
899,7/7/2039,7/22/2039,2039,7
900,7/23/2039,8/7/2039,2039,7
901,8/8/2039,8/23/2039,2039,8
902,8/24/2039,9/8/2039,2039,8
903,9/9/2039,9/24/2039,2039,9
904,9/25/2039,10/10/2039,2039,9
905,10/11/2039,10/26/2039,2039,10
906,10/27/2039,11/11/2039,2039,10
907,11/12/2039,11/27/2039,2039,11
908,11/28/2039,12/13/2039,2039,11
909,12/14/2039,12/29/2039,2039,12
910,12/30/2039,1/14/2040,2039,12
911,1/15/2040,1/30/2040,2040,1
912,1/31/2040,2/15/2040,2040,1
913,2/16/2040,3/2/2040,2040,2
914,3/3/2040,3/18/2040,2040,3
915,3/19/2040,4/3/2040,2040,3
916,4/4/2040,4/19/2040,2040,4
917,4/20/2040,5/5/2040,2040,4
918,5/6/2040,5/21/2040,2040,5
919,5/22/2040,6/6/2040,2040,5
920,6/7/2040,6/22/2040,2040,6
921,6/23/2040,7/8/2040,2040,6
922,7/9/2040,7/24/2040,2040,7
923,7/25/2040,8/9/2040,2040,7
924,8/10/2040,8/25/2040,2040,8
925,8/26/2040,9/10/2040,2040,8
926,9/11/2040,9/26/2040,2040,9
927,9/27/2040,10/12/2040,2040,9
928,10/13/2040,10/28/2040,2040,10
929,10/29/2040,11/13/2040,2040,10
930,11/14/2040,11/29/2040,2040,11
931,11/30/2040,12/15/2040,2040,11
932,12/16/2040,12/31/2040,2040,12
